payload_kg,distance_km,battery_pct,wind_speed_mps,rain_mm,time_of_day,num_stops,success
2.72,5.82,58.0,12.12,0.24,afternoon,1,0
1.15,11.2,87.2,9.18,2.8,afternoon,1,1
0.16,6.16,76.3,2.9,3.76,afternoon,1,1
1.28,1.82,29.4,7.1,0.98,morning,2,0
4.88,0.13,45.9,10.23,1.84,evening,1,0
4.03,9.05,55.7,9.51,0.08,afternoon,1,0
4.8,16.75,82.9,6.41,4.2,evening,2,0
2.49,11.49,85.5,13.49,3.9,evening,1,1
0.64,19.98,91.9,7.79,0.32,evening,1,1
2.79,5.81,55.8,7.59,1.82,afternoon,3,0
2.33,5.68,72.5,0.93,4.78,evening,3,1
4.24,3.28,20.1,13.83,1.96,afternoon,3,0
0.58,3.36,60.9,2.66,2.63,night,1,1
2.49,5.78,32.4,7.93,1.78,night,3,0
0.84,15.88,48.9,12.05,2.98,afternoon,2,0
1.69,18.12,67.1,3.23,4.89,morning,1,0
3.71,19.5,33.1,7.91,4.99,morning,2,0
2.43,4.72,14.7,3.61,3.87,afternoon,1,0
1.94,17.64,10.9,11.4,2.02,evening,2,0
2.03,6.63,12.0,8.47,2.47,evening,2,0
2.35,2.35,10.8,12.84,1.78,afternoon,2,0
3.95,17.41,19.9,13.42,4.93,evening,1,0
4.47,12.76,31.6,9.73,3.54,night,2,0
4.78,3.38,29.9,10.88,2.24,evening,1,0
3.96,8.65,98.8,8.24,0.06,morning,3,1
1.65,5.82,37.5,5.77,2.6,evening,2,0
3.47,14.76,21.5,9.72,4.92,afternoon,1,0
2.24,9.12,59.1,13.62,2.62,night,1,0
1.35,19.79,87.2,6.25,0.91,afternoon,2,1
4.22,1.19,71.0,4.72,0.11,afternoon,1,1
0.29,7.16,36.6,5.83,1.77,evening,2,0
4.52,9.69,60.5,6.53,4.59,afternoon,1,0
2.36,10.11,74.3,1.1,4.98,evening,2,0
3.22,6.39,75.5,7.48,4.73,morning,1,1
3.33,14.61,70.0,7.41,3.65,evening,2,0
4.49,17.51,88.4,8.83,2.79,morning,3,0
3.22,18.78,88.3,5.44,2.95,afternoon,2,0
3.11,16.12,62.1,9.2,2.69,evening,1,0
0.43,17.03,48.7,13.17,3.54,morning,3,0
2.64,11.06,67.7,14.33,2.09,afternoon,1,0
0.84,16.54,83.6,8.75,3.35,evening,2,1
3.71,6.14,10.5,0.64,0.61,evening,2,0
2.61,8.03,99.3,14.54,1.33,morning,1,1
3.43,6.41,26.5,10.59,4.18,evening,1,0
0.3,9.4,52.3,5.04,4.52,morning,1,0
0.52,5.78,88.5,2.21,2.7,morning,3,1
3.61,19.24,30.3,2.15,0.16,afternoon,3,0
0.45,6.33,52.9,2.52,4.63,morning,1,1
0.45,2.05,21.9,0.68,3.51,night,1,0
0.16,10.58,45.6,13.53,2.07,morning,3,0
4.79,1.24,25.9,8.11,2.99,evening,1,0
3.71,2.3,42.7,10.5,2.15,night,1,0
1.83,4.47,43.6,12.42,2.33,night,1,0
1.55,9.34,99.4,11.87,4.43,afternoon,1,1
1.81,8.72,99.5,13.24,0.81,night,2,1
3.9,16.01,20.3,14.51,0.52,night,2,0
3.34,14.82,75.3,6.59,0.01,morning,1,0
1.01,8.58,14.7,14.26,1.57,afternoon,3,0
0.95,6.74,12.7,10.85,0.74,morning,1,0
0.58,6.4,19.5,1.06,1.1,evening,2,0
3.34,15.5,96.9,10.23,0.06,evening,1,1
3.85,1.14,94.7,10.3,1.14,morning,2,1
1.4,0.36,27.5,13.59,1.66,evening,1,0
0.2,15.93,24.6,5.59,0.16,morning,1,0
0.5,9.6,31.6,8.77,3.04,night,2,0
4.84,2.7,56.4,0.18,2.84,morning,1,0
1.55,4.79,61.3,4.98,0.49,evening,2,1
3.87,18.66,29.9,0.93,2.98,morning,3,0
3.16,17.2,78.1,7.83,4.99,morning,2,0
1.97,14.22,37.9,12.26,4.72,evening,1,0
1.11,9.7,93.0,3.1,0.01,morning,1,1
0.69,10.45,69.1,7.91,3.98,afternoon,2,1
3.11,19.51,49.3,3.06,1.77,night,1,0
3.9,19.32,81.1,1.81,0.32,morning,2,0
3.26,4.38,83.6,7.66,1.48,night,2,1
2.7,16.24,36.1,1.19,1.61,morning,2,0
0.31,4.03,40.6,8.81,2.62,morning,2,0
4.85,4.35,94.2,0.47,3.31,morning,1,1
4.01,13.55,24.8,1.6,3.75,night,2,0
1.53,8.16,13.8,8.25,1.23,morning,2,0
4.9,18.64,50.9,8.87,1.61,night,1,0
3.05,1.87,82.1,0.43,1.54,night,1,1
2.95,10.28,79.5,8.6,1.81,afternoon,2,1
3.77,18.38,92.8,12.58,5.0,evening,2,0
4.08,18.09,58.0,10.83,3.89,evening,1,0
3.32,3.21,19.0,1.97,4.87,afternoon,2,0
0.73,7.4,63.0,8.89,3.47,morning,1,1
1.76,12.42,80.1,10.08,2.03,afternoon,3,1
4.65,3.27,18.4,0.56,1.95,evening,2,0
1.2,19.36,25.5,12.83,2.44,evening,1,0
1.92,18.3,11.1,13.59,2.08,morning,1,0
2.22,3.42,63.4,12.76,4.14,morning,2,0
2.25,2.51,89.8,12.37,2.33,night,3,1
3.1,1.8,70.4,11.17,1.48,morning,1,1
4.72,18.2,98.4,9.5,3.87,evening,2,0
1.28,3.95,15.7,10.18,4.27,morning,1,0
0.7,8.38,91.3,12.1,2.1,night,1,1
1.07,9.03,83.3,9.94,3.34,night,2,1
4.45,12.02,38.3,4.92,0.29,morning,1,0
3.26,1.53,97.6,5.64,2.65,morning,2,1
1.5,4.61,35.9,13.46,0.22,afternoon,3,0
4.1,18.64,90.0,0.26,0.15,morning,3,1
4.32,18.18,89.3,10.48,3.06,afternoon,1,0
4.25,15.65,78.2,14.32,1.52,evening,2,0
4.6,0.49,60.7,10.59,3.71,morning,3,0
1.34,6.61,20.8,14.91,4.48,afternoon,1,0
3.8,12.6,57.9,10.31,0.7,evening,1,0
2.36,5.58,42.1,0.52,3.62,evening,3,0
4.23,18.2,81.3,12.41,2.57,afternoon,1,0
3.67,12.71,78.2,4.27,0.56,evening,3,0
3.9,1.53,92.0,6.69,3.26,evening,2,1
3.32,18.19,11.3,4.68,3.05,evening,1,0
0.97,19.16,82.8,4.03,2.58,morning,1,1
2.77,1.65,94.5,6.47,4.63,morning,1,1
4.92,10.69,81.0,5.68,2.61,night,1,0
4.69,6.14,21.7,9.5,4.95,night,2,0
0.31,7.92,17.3,12.2,2.55,evening,1,0
0.91,3.68,11.9,4.46,0.58,morning,1,0
0.75,11.6,66.6,3.21,2.35,evening,1,1
3.66,19.16,66.7,10.0,0.91,night,2,0
4.11,10.11,98.8,10.05,2.99,afternoon,1,1
1.15,1.75,45.8,13.52,3.47,morning,2,0
2.58,12.44,39.9,0.24,2.34,evening,2,0
4.22,6.87,66.2,12.8,0.49,night,1,0
3.69,17.13,84.3,7.82,2.34,morning,1,0
2.76,8.75,94.3,9.32,0.41,evening,3,1
2.99,3.94,82.3,1.37,3.41,evening,2,1
2.59,3.9,48.4,6.49,3.95,evening,1,0
1.56,15.4,67.1,3.41,4.81,evening,2,0
2.87,5.39,87.1,3.81,0.74,evening,1,1
3.48,15.37,54.2,7.56,2.66,morning,1,0
4.38,4.2,29.5,12.19,2.84,morning,2,0
3.22,6.5,25.3,11.16,4.61,evening,1,0
3.83,9.36,10.0,8.86,3.14,morning,3,0
0.88,18.87,74.6,8.09,0.73,evening,3,1
2.36,18.64,20.0,6.41,2.18,evening,2,0
0.15,4.22,31.9,14.59,3.27,morning,1,0
1.31,7.23,36.8,8.4,3.5,evening,1,0
3.66,3.07,60.4,3.81,4.32,afternoon,1,0
4.96,10.25,45.8,3.45,0.9,morning,1,0
0.59,9.27,70.7,9.17,4.76,afternoon,1,1
2.07,18.03,15.0,7.84,0.3,night,2,0
4.02,18.61,21.2,0.12,4.92,afternoon,1,0
1.1,7.73,54.9,12.45,4.29,evening,3,0
2.82,9.89,40.3,10.56,3.3,morning,3,0
3.69,17.94,36.6,9.93,3.67,morning,2,0
3.12,16.15,16.0,1.03,0.36,morning,2,0
1.02,0.17,90.6,5.43,0.21,evening,1,1
1.84,6.47,72.3,14.03,0.51,afternoon,1,0
3.94,8.49,20.9,12.94,0.44,morning,3,0
2.82,4.67,15.9,4.28,2.74,evening,2,0
0.13,4.07,97.7,2.36,1.08,morning,1,1
3.83,0.85,71.3,6.74,4.3,morning,2,1
0.27,12.9,47.6,5.34,2.23,afternoon,3,0
3.75,5.32,73.2,10.23,3.48,afternoon,1,0
1.09,1.14,78.1,14.5,3.26,evening,1,1
4.79,4.7,80.2,5.45,1.6,afternoon,3,1
1.9,16.06,53.0,0.93,1.22,afternoon,1,0
1.7,17.04,48.7,13.46,1.71,night,1,0
0.83,9.71,11.0,0.57,3.98,night,1,0
1.6,8.38,93.4,14.29,2.93,night,3,1
4.4,19.56,64.3,9.97,1.27,night,2,0
4.98,4.09,28.3,14.13,4.09,evening,1,0
1.9,4.39,92.8,2.99,0.27,evening,1,1
2.3,5.91,92.3,0.61,3.5,evening,1,1
3.64,3.54,99.0,7.32,2.2,evening,1,1
4.44,7.65,88.7,6.76,3.66,evening,1,1
3.01,18.23,99.8,4.97,4.64,morning,1,1
2.02,12.35,32.0,14.36,3.75,night,1,0
2.12,8.3,85.8,12.34,2.21,evening,3,1
3.51,18.69,84.1,9.92,0.75,night,1,0
0.12,1.06,30.8,2.44,4.03,morning,1,1
3.14,4.28,18.9,11.01,2.3,morning,1,0
1.84,11.36,98.1,10.91,0.38,morning,2,1
3.99,12.35,36.6,6.38,3.6,afternoon,1,0
0.56,0.89,88.4,13.87,1.46,morning,2,1
2.98,8.12,10.4,2.5,0.24,afternoon,2,0
2.46,13.02,11.9,4.01,4.51,morning,3,0
3.25,13.99,51.9,0.95,2.42,morning,2,0
0.42,12.8,31.5,11.93,1.4,evening,1,0
2.94,6.48,72.1,9.33,3.58,night,1,0
2.85,1.96,60.9,4.72,4.43,morning,2,0
2.85,8.6,17.0,2.46,0.0,evening,1,0
3.06,2.66,24.6,0.6,3.44,morning,1,0
3.41,18.96,44.9,2.5,3.84,morning,3,0
4.04,9.56,26.7,6.8,1.05,evening,2,0
1.42,6.41,81.3,3.71,2.45,evening,2,1
4.14,15.35,47.4,3.88,0.45,night,3,0
2.54,10.01,18.4,13.13,3.73,afternoon,2,0
0.48,6.27,53.6,7.73,4.24,night,2,0
0.39,16.26,18.2,10.94,0.54,morning,1,0
1.74,17.36,21.6,0.54,4.08,morning,3,0
3.95,13.49,31.6,5.48,3.86,morning,1,0
3.57,1.03,87.4,7.19,1.73,evening,2,1
3.96,11.37,93.2,2.8,3.45,morning,1,1
2.63,15.29,84.4,1.8,0.0,morning,1,1
2.26,2.82,40.1,13.05,4.66,evening,2,0
0.82,4.65,34.5,14.09,2.75,morning,1,0
1.71,17.66,59.4,1.18,3.1,morning,2,0
2.23,0.5,75.0,5.24,3.32,morning,2,1
0.53,15.08,99.4,14.37,2.81,morning,2,1
1.18,9.53,21.8,1.25,4.28,evening,1,0
3.03,8.99,14.4,9.65,3.05,evening,1,0
3.7,0.24,72.5,14.58,4.54,morning,2,0
4.99,16.41,84.9,14.67,2.91,morning,1,0
4.67,7.26,86.2,7.07,0.86,night,1,1
3.25,10.86,71.1,2.44,4.57,afternoon,1,0
2.16,13.58,95.9,3.03,3.41,evening,3,1
3.22,14.08,56.0,13.34,3.5,afternoon,2,0
3.95,19.12,92.2,13.68,4.93,morning,1,0
0.68,10.67,97.1,9.12,0.38,night,3,1
2.11,8.05,86.2,11.49,2.14,evening,2,1
4.22,19.08,37.9,11.1,1.2,morning,2,0
1.98,12.88,27.7,9.93,3.15,afternoon,1,0
2.9,6.03,59.3,12.41,4.03,afternoon,2,0
2.98,2.62,50.8,10.28,4.83,morning,1,0
1.0,16.87,89.0,8.01,2.27,night,2,1
1.87,7.31,19.0,3.55,3.93,night,3,0
1.74,13.24,33.2,11.16,4.59,morning,3,0
0.23,9.47,77.7,7.1,3.42,afternoon,1,1
0.22,4.06,18.5,4.42,1.21,evening,3,0
4.18,12.07,38.9,12.03,3.04,morning,1,0
1.44,1.31,44.8,10.45,4.85,evening,1,0
2.64,8.33,66.0,14.06,4.94,evening,2,0
1.56,10.98,24.2,2.48,3.21,evening,2,0
4.71,8.78,87.5,9.74,4.43,evening,1,0
1.37,15.0,50.3,3.66,1.0,evening,1,0
2.21,16.58,92.5,13.55,1.23,night,1,1
4.38,15.45,52.1,1.49,4.76,afternoon,2,0
4.23,0.87,34.8,9.84,0.68,night,3,0
1.01,3.96,22.8,11.87,0.96,morning,2,0
4.03,10.78,10.3,5.32,2.1,morning,1,0
2.35,18.7,57.9,14.31,2.95,morning,3,0
2.47,16.72,19.6,12.76,3.02,evening,2,0
0.75,16.87,45.3,4.42,1.46,morning,2,0
0.49,6.13,63.0,0.11,4.6,night,2,1
3.67,8.65,34.8,4.45,4.58,evening,3,0
2.53,9.47,25.8,4.22,1.96,morning,2,0
2.24,3.23,79.7,13.35,2.17,evening,2,1
3.67,0.72,95.2,14.51,3.51,night,1,1
3.85,18.94,19.0,1.06,3.31,evening,2,0
0.88,4.89,24.0,7.07,1.91,morning,2,0
3.09,4.87,96.4,8.22,2.07,night,2,1
0.76,1.76,13.4,1.39,1.74,evening,1,0
3.78,18.58,98.0,5.66,1.18,afternoon,1,1
3.32,11.64,10.4,4.76,2.29,afternoon,2,0
4.79,13.37,88.6,8.04,3.43,afternoon,2,0
0.44,18.24,37.7,9.92,3.71,night,2,0
0.38,6.98,94.5,10.55,3.89,morning,1,1
1.48,12.47,38.5,2.05,1.87,morning,1,0
1.38,0.87,68.9,12.19,3.82,night,1,1
1.31,3.82,17.2,10.18,0.03,morning,1,0
4.54,16.64,31.8,13.34,2.39,night,1,0
1.32,15.36,79.6,6.74,3.97,afternoon,2,1
1.43,7.08,57.6,13.41,3.15,afternoon,3,0
3.82,7.6,93.5,12.99,2.37,morning,1,1
2.3,10.72,48.6,6.58,3.22,night,2,0
3.91,0.1,88.3,5.72,4.53,evening,2,1
0.42,4.9,50.4,13.99,2.83,night,3,0
2.49,4.24,98.1,10.73,4.0,evening,3,1
0.26,5.08,96.4,13.92,4.9,morning,1,1
0.41,16.14,39.6,11.95,3.53,afternoon,1,0
4.54,5.67,89.7,9.14,2.87,afternoon,1,1
0.78,3.91,86.3,1.74,0.19,evening,2,1
2.71,10.13,29.0,4.37,1.87,night,2,0
2.11,17.33,66.2,14.53,2.83,afternoon,1,0
1.8,4.9,16.5,4.79,3.99,evening,3,0
4.51,1.66,85.3,1.4,2.19,night,1,1
0.21,7.19,25.7,10.61,4.8,morning,3,0
3.35,14.98,16.4,11.01,1.36,night,1,0
4.82,11.06,46.0,4.28,3.72,afternoon,1,0
2.84,16.35,61.9,4.47,2.1,evening,1,0
4.69,19.2,86.9,7.03,2.43,morning,1,0
0.36,15.87,97.7,0.33,4.01,afternoon,2,1
2.15,12.12,49.6,11.84,1.48,morning,1,0
1.37,9.92,15.4,4.76,0.48,night,2,0
3.68,0.9,77.4,12.81,2.6,night,1,1
4.91,19.69,60.9,12.04,2.64,morning,1,0
1.36,7.73,50.3,9.92,3.99,night,2,0
3.31,3.13,37.8,4.87,4.84,evening,3,0
1.07,13.37,55.2,7.74,0.28,night,1,1
2.87,5.76,40.5,6.67,2.96,morning,3,0
2.37,11.76,78.1,5.08,3.41,afternoon,2,0
4.86,11.78,59.0,12.72,4.93,evening,1,0
3.08,8.97,88.9,7.25,4.71,morning,2,1
1.81,16.74,58.9,12.49,3.56,afternoon,1,0
0.66,5.37,31.4,1.58,2.61,afternoon,1,0
0.84,9.03,86.6,2.12,0.81,morning,2,1
1.2,10.8,60.1,14.66,1.92,afternoon,1,0
1.33,13.31,28.6,8.82,2.93,night,1,0
4.27,15.7,66.1,7.65,3.63,morning,1,0
2.85,7.96,42.2,7.85,3.18,morning,2,0
2.66,12.96,86.0,3.23,3.57,afternoon,2,1
0.66,3.1,50.8,10.78,2.15,evening,1,1
4.31,18.66,75.4,1.27,3.64,evening,3,0
3.64,7.72,18.6,8.6,0.72,evening,1,0
0.43,14.62,45.6,8.56,0.81,morning,2,0
3.57,0.5,98.5,13.71,0.81,afternoon,3,1
2.76,4.18,82.8,7.89,4.45,evening,2,1
0.5,9.79,24.4,2.06,0.38,night,2,0
2.35,17.58,35.0,8.59,4.01,evening,2,0
2.48,10.59,39.7,1.37,1.17,morning,1,0
0.91,18.6,68.5,3.06,2.34,afternoon,2,0
4.73,9.73,78.1,0.47,4.58,morning,1,0
4.26,9.86,77.5,7.7,2.93,evening,1,0
3.38,2.48,55.9,1.27,1.05,morning,1,0
2.37,16.07,83.0,7.04,1.42,morning,1,1
2.12,5.01,49.3,13.99,4.6,afternoon,2,0
3.29,18.0,21.1,10.8,2.14,afternoon,3,0
2.77,18.23,60.8,1.16,2.93,afternoon,1,0
0.41,18.87,95.7,3.36,2.3,afternoon,1,1
2.61,10.45,81.4,10.1,1.89,evening,1,1
4.05,13.57,62.1,13.42,1.12,afternoon,2,0
2.35,15.59,68.2,0.49,3.43,afternoon,1,0
0.35,2.71,93.8,12.19,3.59,afternoon,1,1
3.95,12.06,48.6,8.43,1.37,afternoon,2,0
1.09,0.78,39.8,8.19,3.95,evening,2,0
1.37,10.0,98.0,14.37,4.27,afternoon,1,1
0.91,3.18,87.7,11.21,4.6,evening,1,1
1.72,3.74,39.1,12.75,0.81,evening,2,0
3.81,7.36,51.7,5.31,1.52,night,1,0
2.64,8.71,47.4,8.32,4.3,afternoon,1,0
1.1,12.5,23.4,9.23,0.99,afternoon,2,0
4.4,1.58,96.2,4.82,0.02,evening,3,1
4.41,10.12,46.4,8.55,4.35,morning,1,0
4.37,3.73,88.8,3.55,1.63,afternoon,1,1
1.27,11.52,27.0,2.15,2.07,evening,1,0
2.31,12.78,59.3,5.61,2.23,morning,3,0
4.93,11.18,12.2,11.09,4.24,afternoon,1,0
3.88,14.79,78.8,13.74,1.69,evening,2,0
0.23,6.78,62.3,6.87,4.46,night,2,1
0.42,15.33,66.3,9.64,3.08,night,3,0
2.37,8.71,14.7,1.55,2.64,morning,2,0
4.56,9.74,29.0,13.57,1.63,afternoon,1,0
2.74,13.0,16.7,8.53,1.22,morning,1,0
2.54,0.47,36.0,11.71,3.12,morning,1,0
0.62,13.11,66.5,11.92,2.23,evening,2,0
3.32,12.41,61.0,3.85,4.55,morning,2,0
4.13,6.27,65.1,7.94,2.46,morning,2,0
1.96,1.81,59.4,14.41,2.56,night,1,0
3.9,1.91,34.6,1.34,2.08,night,2,0
4.83,18.47,32.0,10.25,3.95,evening,3,0
1.1,13.82,22.3,14.43,2.12,night,3,0
2.66,2.63,86.4,4.51,1.35,evening,2,1
1.51,7.2,65.5,12.92,4.31,morning,2,0
3.98,11.89,26.8,14.0,2.98,afternoon,2,0
2.93,16.73,25.9,11.21,2.96,afternoon,1,0
3.21,0.97,88.6,3.47,3.05,afternoon,1,1
4.01,4.81,76.8,5.01,3.59,night,1,1
2.04,17.81,69.3,0.54,1.57,afternoon,1,0
4.58,0.28,46.6,12.47,0.17,morning,2,0
2.71,4.11,33.6,12.74,4.05,morning,2,0
0.87,19.18,98.2,9.49,0.64,morning,2,1
3.51,12.31,81.8,5.29,3.61,night,1,1
3.99,5.31,37.2,1.15,0.41,evening,1,0
1.65,1.43,86.3,11.3,1.88,evening,1,1
4.3,0.66,78.3,10.9,0.32,afternoon,1,1
4.54,4.97,36.7,13.69,2.61,evening,3,0
1.46,17.64,48.4,10.96,3.27,evening,1,0
4.92,8.38,26.7,12.43,0.86,evening,1,0
0.79,14.43,20.0,11.19,1.86,night,1,0
1.09,18.37,75.0,9.46,4.65,night,2,0
1.0,8.22,34.1,6.4,2.21,night,2,0
4.48,3.91,83.8,13.53,4.01,evening,1,1
3.31,10.39,99.6,9.76,4.64,night,3,1
0.85,18.17,16.9,5.98,4.87,afternoon,2,0
2.26,16.11,52.6,1.25,4.49,night,1,0
3.11,1.41,82.2,4.36,1.59,night,1,1
0.51,13.88,81.0,8.16,4.81,night,1,1
4.42,11.48,78.4,4.13,4.06,night,1,0
4.04,18.16,41.4,3.32,4.19,afternoon,2,0
2.58,2.54,50.8,7.91,0.08,morning,1,0
4.84,10.73,63.5,2.55,4.77,afternoon,1,0
2.15,17.6,97.7,12.01,3.89,evening,1,1
4.92,8.26,39.5,7.27,3.84,morning,1,0
3.37,9.69,93.1,8.61,0.41,afternoon,3,1
3.21,1.5,34.2,2.21,1.16,evening,1,0
0.91,5.64,99.0,4.87,4.81,evening,1,1
4.42,6.56,70.3,6.15,2.5,night,2,0
2.19,18.91,51.7,12.12,1.99,evening,1,0
0.89,5.73,65.2,11.55,4.2,evening,1,1
0.16,9.27,34.5,3.34,0.44,evening,1,0
2.84,13.46,34.7,9.24,2.08,night,1,0
2.68,3.33,20.2,3.65,1.88,morning,1,0
3.62,9.78,20.3,14.82,1.75,morning,1,0
4.46,14.8,41.3,14.28,1.54,night,1,0
0.49,17.35,78.7,8.45,1.05,evening,2,1
3.68,12.56,64.7,10.48,0.86,evening,1,0
1.02,13.41,19.2,12.02,3.2,afternoon,3,0
4.31,2.61,86.7,10.81,4.6,afternoon,1,1
4.11,18.92,64.1,10.5,2.54,evening,2,0
2.75,2.74,96.5,14.38,1.49,morning,2,1
3.58,15.52,70.3,8.95,0.8,afternoon,1,0
1.64,5.37,25.8,9.54,4.15,afternoon,2,0
2.41,18.68,52.6,12.74,4.86,afternoon,2,0
4.13,14.43,68.4,10.05,1.75,evening,1,0
2.35,15.1,12.5,10.99,1.45,night,3,0
1.85,4.46,11.3,3.51,3.01,evening,1,0
2.52,8.92,21.6,5.57,3.88,night,1,0
4.16,12.39,32.6,2.21,2.28,evening,2,0
1.74,15.42,48.7,7.59,3.15,evening,1,0
0.95,2.17,53.9,6.84,3.58,morning,2,0
3.59,19.25,22.4,14.96,4.8,morning,3,0
4.15,17.82,70.6,9.17,0.83,evening,3,0
0.59,5.48,63.7,11.8,4.99,afternoon,1,1
1.28,16.47,36.5,5.01,1.96,evening,3,0
0.8,10.41,11.2,12.47,3.62,afternoon,1,0
1.8,9.29,17.0,9.23,2.86,night,1,0
2.31,6.36,45.3,10.45,2.43,night,2,0
3.77,11.66,23.9,4.42,3.49,morning,2,0
3.29,14.62,43.9,8.23,1.98,afternoon,1,0
3.14,8.28,66.5,9.51,0.63,evening,2,0
1.83,12.62,59.3,8.84,2.44,afternoon,1,0
4.22,14.02,30.8,13.73,2.61,morning,2,0
2.41,14.25,40.9,13.47,1.01,night,3,0
4.9,1.13,65.3,14.56,4.68,night,1,0
3.21,17.21,87.5,10.01,1.14,evening,1,1
0.72,9.22,77.8,14.58,2.05,afternoon,2,1
3.41,5.32,59.8,12.49,0.77,afternoon,1,0
1.69,4.91,42.6,4.06,2.68,afternoon,2,0
3.46,9.71,42.9,6.41,1.54,afternoon,1,0
0.44,17.75,89.1,3.58,2.45,afternoon,1,1
0.96,7.63,13.5,0.06,1.12,morning,1,0
4.29,15.02,98.9,2.82,0.27,night,1,1
1.21,2.03,69.8,0.06,3.9,evening,2,1
4.2,9.57,71.3,10.8,3.21,evening,1,0
1.47,19.83,13.4,6.38,1.7,night,3,0
3.25,15.43,64.5,4.69,0.24,morning,2,0
3.5,4.29,53.6,11.43,4.33,morning,1,0
2.61,10.08,19.5,12.49,0.85,night,2,0
1.6,4.75,35.0,14.63,4.65,night,2,0
1.14,8.25,90.1,9.63,2.39,evening,2,1
0.26,15.62,59.5,6.92,1.7,morning,2,0
1.59,15.45,47.2,4.58,3.71,evening,1,0
3.3,4.64,16.5,3.33,4.38,morning,2,0
4.7,18.45,74.3,3.19,1.85,afternoon,1,0
4.37,11.89,73.3,6.14,2.04,morning,1,0
3.85,7.66,65.3,14.88,2.17,night,3,0
3.96,10.09,55.9,0.01,4.61,afternoon,1,0
3.36,12.14,49.0,2.96,3.46,night,2,0
1.38,11.24,63.4,2.83,1.24,morning,1,1
4.55,9.78,31.0,10.76,0.92,afternoon,1,0
3.39,10.15,94.7,5.29,1.15,night,1,1
2.85,3.61,63.0,6.86,1.32,morning,2,1
0.64,16.27,38.0,2.23,1.15,evening,1,0
2.29,10.88,50.5,6.07,3.29,afternoon,1,0
2.36,2.71,82.5,1.55,0.58,evening,2,1
4.34,15.35,24.5,8.0,1.94,morning,1,0
2.78,18.66,36.4,1.47,3.13,afternoon,1,0
1.96,18.95,71.2,11.86,1.45,evening,2,0
4.89,7.44,38.4,8.5,0.33,afternoon,3,0
0.64,2.8,81.3,10.86,0.41,morning,1,1
2.17,10.42,21.7,6.28,0.63,evening,3,0
0.31,2.34,78.6,5.72,4.18,afternoon,1,1
3.73,18.69,16.2,1.47,3.29,morning,1,0
4.6,3.75,11.1,7.86,0.32,evening,2,0
1.47,5.13,90.8,7.72,1.96,night,3,1
4.31,8.19,62.3,7.02,1.39,morning,1,0
1.53,7.72,41.7,11.11,2.89,evening,1,0
4.56,15.91,30.9,12.49,2.61,evening,1,0
3.79,9.18,65.5,11.26,2.41,morning,1,0
4.04,3.5,55.8,2.16,1.57,morning,2,0
0.19,5.42,99.2,9.33,0.69,afternoon,2,1
4.82,10.23,98.5,1.2,3.71,evening,1,1
3.66,3.03,67.2,10.42,4.4,morning,2,0
1.59,12.27,49.9,5.73,4.72,night,3,0
4.16,11.36,54.2,1.99,0.29,evening,1,0
1.48,14.32,71.4,12.93,3.7,afternoon,2,0
4.38,18.76,19.1,9.21,3.63,afternoon,3,0
0.65,18.25,39.6,5.32,4.74,night,1,0
3.55,18.93,16.8,0.46,1.26,morning,2,0
2.75,4.97,16.6,8.06,3.71,afternoon,2,0
0.57,2.72,27.6,13.85,0.27,evening,1,0
1.29,6.12,53.7,8.95,3.16,morning,1,0
0.16,17.91,80.6,14.57,1.75,morning,2,1
2.4,19.44,53.7,2.05,3.84,morning,2,0
1.58,17.2,40.2,8.52,4.32,afternoon,2,0
3.03,2.29,17.4,11.97,1.82,morning,1,0
1.56,18.95,59.5,7.88,2.63,night,2,0
1.57,8.52,34.4,1.37,0.59,night,1,0
3.74,0.29,65.3,8.74,2.08,morning,1,1
0.34,8.9,97.9,9.18,1.8,afternoon,1,1
4.52,1.02,20.0,10.93,0.92,morning,2,0
4.28,10.92,29.1,11.42,4.47,morning,1,0
3.37,6.84,52.6,11.56,0.74,afternoon,1,0
3.01,9.52,97.2,9.95,3.18,afternoon,1,1
4.47,12.3,79.5,3.24,4.45,night,1,0
1.01,17.39,90.8,6.06,4.56,afternoon,1,1
0.49,13.27,40.0,11.64,3.97,afternoon,2,0
1.27,8.74,99.3,14.3,0.88,morning,2,1
3.99,16.41,19.3,1.18,4.09,morning,2,0
0.27,18.12,14.8,8.03,1.38,night,1,0
2.96,2.48,87.0,4.69,4.61,morning,1,1
4.98,10.69,93.5,3.38,3.55,night,3,1
4.29,5.76,18.2,7.59,3.93,morning,1,0
2.66,1.04,20.2,9.09,0.43,evening,2,0
0.41,13.4,13.0,0.15,2.91,night,3,0
4.17,17.27,19.4,11.7,4.11,morning,2,0
3.03,3.34,28.8,12.3,4.31,afternoon,1,0
0.66,16.27,97.3,14.48,0.14,evening,1,1
0.56,17.08,70.1,2.71,4.7,morning,1,0
4.56,18.3,80.1,8.92,0.22,evening,2,0
3.38,5.38,79.9,6.4,3.07,morning,2,1
4.16,18.09,58.2,5.02,3.47,morning,2,0
4.41,6.48,81.8,8.48,0.54,morning,1,1
2.9,11.09,63.6,11.74,0.24,night,2,0
2.64,1.11,38.3,0.35,3.92,morning,2,0
2.21,0.97,60.5,14.54,1.92,morning,1,1
1.65,14.44,58.0,12.15,0.54,evening,1,0
2.23,8.95,84.1,11.27,3.81,afternoon,2,1
3.89,5.2,98.4,11.41,4.25,afternoon,1,1
